ID,name,country,origin,latitude,longitude,status,primaryfuel,secondaryfuel,capacity,lincost,cyclecost,minuptime,mindowntime,minonlinecapacity,rampingup,rampingdown,fixedomcost,varomcost,levcapcost,capacityold,lincostold,age
CanicadaHydroelectricPowerPlantPortugal,CanicadaHydroelectricPowerPlantPortugal,POR,n2,41.653,-8.231,Online,Hydro,Unknown,60.0,6.600150867999999,258.0,0,0,6.0,1.0,1.0,14520,5.8,0.16,60.0,6.600150867999999,old
ParadelaHydroelectricPowerPlantPortugal,ParadelaHydroelectricPowerPlantPortugal,POR,n2,41.7686,-7.9504,Online,Hydro,Unknown,54.0,6.246662112,232.2,0,0,5.4,1.0,1.0,14520,5.8,0.16,54.0,6.246662112,old
AltoRabagaoHydroelectricPowerPlantPortugal,AltoRabagaoHydroelectricPowerPlantPortugal,POR,n2,41.7395,-7.8576,Online,Hydro,Unknown,68.0,7.001457016,292.4,0,0,6.8,1.0,1.0,14520,5.8,0.16,68.0,7.001457016,old
VilarinhodasFurnasHydroelectricPowerPlantPortugal,VilarinhodasFurnasHydroelectricPowerPlantPortugal,POR,n2,41.7634,-8.209,Online,Hydro,Unknown,125.0,5.8265778489999995,537.5,0,0,12.5,1.0,1.0,14520,5.8,0.16,125.0,5.8265778489999995,old
CabrilHydroelectricPowerPlantPortugal,CabrilHydroelectricPowerPlantPortugal,POR,n16,39.91727,-8.132439999999999,Online,Hydro,Unknown,97.0,5.888129859,417.1,0,0,9.7,1.0,1.0,14520,5.8,0.16,97.0,5.888129859,old
CastelodoBodeHydroelectricPowerPlantPortugal,CastelodoBodeHydroelectricPowerPlantPortugal,POR,n19,39.5429,-8.3188,Online,Hydro,Unknown,139.0,5.862093555,597.7,0,0,13.9,1.0,1.0,14520,5.8,0.16,139.0,5.862093555,old
SinesCoalPowerPlantPortugal,SinesCoalPowerPlantPortugal,POR,n24,37.9318,-8.8035,Online,Coal,Unknown,0.0,37.67645494,77480.0,8,8,238.4,0.4,0.4,61301,2.1,0.12,1192.0,37.67645494,old
RibatejoCCGTPowerPlantPortugal,RibatejoCCGTPowerPlantPortugal,POR,n21,39.0116,-8.9519,Online,Gas,Unknown,1176.0,59.49454068,64680.0,2,4,470.4,1.0,1.0,32151,2.7,0.06,1176.0,59.49454068,old
PegoCoalPowerPlantPortugal,PegoCoalPowerPlantPortugal,POR,n19,39.4679,-8.11,Online,Coal,Unknown,0.0,35.62687097,40820.0,8,8,125.6,0.4,0.4,61301,2.1,0.12,628.0,35.62687097,old
TapadadeOuterioCCGTPowerPlantPortugal,TapadadeOuterioCCGTPowerPlantPortugal,POR,n6,41.0698,-8.4595,Online,Gas,Unknown,990.0,56.89528048,54450.0,2,4,396.0,1.0,1.0,32151,2.7,0.06,990.0,56.89528048,old
LaresCCGTPowerPlantPortugal,LaresCCGTPowerPlantPortugal,POR,n16,40.1247,-8.7751,Online,Gas,Unknown,862.0,54.7646757,47410.0,2,4,344.8,1.0,1.0,32151,2.7,0.06,862.0,54.7646757,old
TunesOCGTPowerPlantPortugal,TunesOCGTPowerPlantPortugal,POR,n24,37.1642,-8.2647,Online,Gas,Unknown,197.0,54.2943907,10835.0,2,4,78.8,1.0,1.0,32151,2.7,0.06,197.0,54.2943907,old
ElecGasPegoCCGTPowerPlantPortugal,ElecGasPegoCCGTPowerPlantPortugal,POR,n19,39.4688,-8.1115,Online,Gas,Unknown,830.0,60.17634722,45650.0,2,4,332.0,1.0,1.0,32151,2.7,0.06,830.0,60.17634722,old
VendaNovaIIPSHydroelectricPowerPlantPortugal,VendaNovaIIPSHydroelectricPowerPlantPortugal,POR,n2,41.684,-8.02174,Online,Hydro,Unknown,191.6,6.011641712,823.88,0,0,19.16,1.0,1.0,14520,5.8,0.16,191.6,6.011641712,old
AguieiraHydroelectricPowerPlantBrazil,AguieiraHydroelectricPowerPlantBrazil,POR,n14,40.3402,-8.197000000000001,Online,Hydro,Unknown,336.0,6.236560891,1444.8,0,0,33.6,1.0,1.0,14520,5.8,0.16,336.0,6.236560891,old
SetubalThermalPowerPlantPortugal,SetubalThermalPowerPlantPortugal,POR,n23,38.51,-8.845,Online,Oil,Unknown,1000.0,126.25125859999999,55000.0,2,4,400.0,1.0,1.0,32151,2.7,0.06,1000.0,126.25125859999999,old
BarreiroCogenThermalPowerPlantBrazil,BarreiroCogenThermalPowerPlantBrazil,POR,n22,38.675,-9.0545,Online,Oil,Unknown,64.0,129.33712350000002,3520.0,2,4,25.6,1.0,1.0,32151,2.7,0.06,64.0,129.33712350000002,old
CarregadoThermalPowerPlantBrazil,CarregadoThermalPowerPlantBrazil,POR,n21,39.0137,-8.9554,Online,Oil,Unknown,750.0,116.3711044,41250.0,2,4,300.0,1.0,1.0,32151,2.7,0.06,750.0,116.3711044,old
LindosoHydroelectricPowerPlantBrazil,LindosoHydroelectricPowerPlantBrazil,POR,n1,41.8593,-8.2712,Online,Hydro,Unknown,42.0,6.220153806,180.6,0,0,4.2,1.0,1.0,14520,5.8,0.16,42.0,6.220153806,old
TouvedoHydroelectricPowerPlantPortugal,TouvedoHydroelectricPowerPlantPortugal,POR,n2,41.8124,-8.354,Online,Hydro,Unknown,22.0,6.75947985,94.6,0,0,2.2,1.0,1.0,14520,5.8,0.16,22.0,6.75947985,old
FratelHydroelectricPowerPlantPortugal,FratelHydroelectricPowerPlantPortugal,POR,n18,39.5428,-7.8029,Online,Hydro,Unknown,132.0,6.684478805,567.6,0,0,13.2,1.0,1.0,14520,5.8,0.16,132.0,6.684478805,old
TorraoHydroelectricPowerPlantPortugal,TorraoHydroelectricPowerPlantPortugal,POR,n6,41.0965,-8.2631,Online,Hydro,Unknown,146.0,6.5875635610000005,627.8,0,0,14.6,1.0,1.0,14520,5.8,0.16,146.0,6.5875635610000005,old
VilarTabuacoHydroelectricPowerPlantPortugal,VilarTabuacoHydroelectricPowerPlantPortugal,POR,n9,40.9871,-7.5353,Online,Hydro,Unknown,64.0,6.517319175,275.2,0,0,6.4,1.0,1.0,14520,5.8,0.16,64.0,6.517319175,old
BoucaHydroelectricPowerPlantPortugal,BoucaHydroelectricPowerPlantPortugal,POR,n16,39.854,-8.2197,Online,Hydro,Unknown,50.0,5.948203088,215.0,0,0,5.0,1.0,1.0,14520,5.8,0.16,50.0,5.948203088,old
PracanaHydroelectricPowerPlantPortugal,PracanaHydroelectricPowerPlantPortugal,POR,n18,39.5649,-7.8123,Online,Hydro,Unknown,41.0,5.991468649,176.3,0,0,4.1,1.0,1.0,14520,5.8,0.16,41.0,5.991468649,old
CaldeiraoHydroelectricPowerPlantPortugal,CaldeiraoHydroelectricPowerPlantPortugal,POR,n9,40.5316,-7.3297,Online,Hydro,Unknown,40.0,6.821208005,172.0,0,0,4.0,1.0,1.0,14520,5.8,0.16,40.0,6.821208005,old
RaivaHydroelectricPowerPlantPortugal,RaivaHydroelectricPowerPlantPortugal,POR,n14,40.3095,-8.2488,Online,Hydro,Unknown,24.0,6.450631002000001,103.2,0,0,2.4,1.0,1.0,14520,5.8,0.16,24.0,6.450631002000001,old
SinesCogenOCGTPowerPlantPortugal,SinesCogenOCGTPowerPlantPortugal,POR,n24,37.9583,-8.8048,Online,Gas,Unknown,82.0,60.72666852,4510.0,2,4,32.8,1.0,1.0,0,3.6,0.04,82.0,60.72666852,old
AbonoThermalPowerplantSpain,AbonoThermalPowerplantSpain,ESP,n31,43.5528,-5.7231,Online,Coal,Unknown,921.7,35.10171533,59910.5,8,8,184.34,0.4,0.4,61301,2.1,0.12,921.7,35.10171533,old
SotodeRiberaCoalPowerPlantSpain,SotodeRiberaCoalPowerPlantSpain,ESP,n33,43.3122,-5.8742300000000025,Online,Coal,Unknown,615.0,38.34743821,39975.0,8,8,123.0,0.4,0.4,61301,2.1,0.12,615.0,38.34743821,old
SotodeRiberaCCGTPowerPlantSpain,SotodeRiberaCCGTPowerPlantSpain,ESP,n33,43.3161,-5.8777,Online,Gas,Unknown,865.5,58.61372534,47602.5,2,4,346.2,1.0,1.0,32151,2.7,0.06,865.5,58.61372534,old
CastejonHCECCGTPowerPlantSpain,CastejonHCECCGTPowerPlantSpain,ESP,n94,42.1773,-1.6943,Online,Gas,Unknown,855.3,56.67182792,47041.5,2,4,342.12,1.0,1.0,32151,2.7,0.06,855.3,56.67182792,old
AnllaresCoalPowerPlantSpain,AnllaresCoalPowerPlantSpain,ESP,n63,42.8385,-6.5332,Online,Coal,Unknown,365.2,35.53157254,23738.0,8,8,73.04,0.4,0.4,61301,2.1,0.12,365.2,35.53157254,old
CompostillaIICoalPowerPlantSpain,CompostillaIICoalPowerPlantSpain,ESP,n68,42.6125,-6.5647,Online,Coal,Unknown,1199.6,40.53843088,77974.0,8,8,239.92,0.4,0.4,61301,2.1,0.12,1199.6,40.53843088,old
LosBarriosCoalPowerPlantSpain,LosBarriosCoalPowerPlantSpain,ESP,n215,36.1828,-5.42,Online,Coal,Unknown,568.0,41.75148432,36920.0,8,8,113.6,0.4,0.4,61301,2.1,0.12,568.0,41.75148432,old
EdipowerChivassoCCGTPowerPlantItaly,EdipowerChivassoCCGTPowerPlantItaly,ITA,n676,45.1856,7.9016,Online,Gas,Unknown,1179.0,50.917227399999994,64845.0,2,4,471.6,1.0,1.0,32151,2.7,0.06,1179.0,50.917227399999994,old
E.ONLivornoFerrarisCCGTPowerPlantItaly,E.ONLivornoFerrarisCCGTPowerPlantItaly,ITA,n676,45.23723,8.1932,Online,Gas,Unknown,800.0,57.82056385,44000.0,2,4,320.0,1.0,1.0,32151,2.7,0.06,800.0,57.82056385,old
EdipowerTurbigoThermalandCCGTPowerPlantItaly,EdipowerTurbigoThermalandCCGTPowerPlantItaly,ITA,n657,45.5201,8.7422,Online,Gas,Unknown,1770.0,51.31264369,97350.0,2,4,708.0,1.0,1.0,32151,2.7,0.06,1770.0,51.31264369,old
EdipowerSermideCCGTPowerPlantItaly,EdipowerSermideCCGTPowerPlantItaly,ITA,n675,45.02652,11.2522,Online,Gas,Unknown,1140.0,59.83596775,62700.0,2,4,456.0,1.0,1.0,32151,2.7,0.06,1140.0,59.83596775,old
EdipowerSanFilippodelMelaThermalPowerPlantItaly,EdipowerSanFilippodelMelaThermalPowerPlantItaly,ITA,n755,38.2049,15.2818,Online,Oil,Unknown,1280.0,122.2409854,70400.0,2,4,512.0,1.0,1.0,32151,2.7,0.06,1280.0,122.2409854,old
EdipowerPiacenzaCCGTPowerPlantItaly,EdipowerPiacenzaCCGTPowerPlantItaly,ITA,n679,45.0543,9.70856,Online,Gas,Unknown,855.0,51.68204527,47025.0,2,4,342.0,1.0,1.0,32151,2.7,0.06,855.0,51.68204527,old
E.ONOstigliaCCGTPowerPlantItaly,E.ONOstigliaCCGTPowerPlantItaly,ITA,n675,45.0603,11.1374,Online,Gas,Unknown,1482.0,53.83407036,81510.0,2,4,592.8,1.0,1.0,32151,2.7,0.06,1482.0,53.83407036,old
E.ONTavazzanoCCGTPowerPlantItaly,E.ONTavazzanoCCGTPowerPlantItaly,ITA,n671,45.3325,9.4364,Online,Gas,Unknown,1740.0,50.31088187,95700.0,2,4,696.0,1.0,1.0,32151,2.7,0.06,1740.0,50.31088187,old
ScandaleCCGTPowerPlantItaly,ScandaleCCGTPowerPlantItaly,ITA,n752,39.1022,17.0325,Online,Gas,Unknown,814.0,59.27148523,44770.0,2,4,325.6,1.0,1.0,32151,2.7,0.06,814.0,59.27148523,old
SparaniseCCGTPowerPlantItaly,SparaniseCCGTPowerPlantItaly,ITA,n736,41.1783,14.1129,Online,Gas,Unknown,760.0,56.07785210000001,41800.0,2,4,304.0,1.0,1.0,32151,2.7,0.06,760.0,56.07785210000001,old
RizziconiCCGTPowerPlantItaly,RizziconiCCGTPowerPlantItaly,ITA,n754,38.4453,15.99,Online,Gas,Unknown,760.0,50.89502681,41800.0,2,4,304.0,1.0,1.0,32151,2.7,0.06,760.0,50.89502681,old
FEFerraraCCGTPowerPlantItaly,FEFerraraCCGTPowerPlantItaly,ITA,n680,44.8605,11.5869,Online,Gas,Unknown,840.0,50.13303803,46200.0,2,4,336.0,1.0,1.0,32151,2.7,0.06,840.0,50.13303803,old
EniFerreraErbognoneCCGTPowerPlantItaly,EniFerreraErbognoneCCGTPowerPlantItaly,ITA,n686,45.0998,8.8668,Online,Gas,Unknown,1030.0,58.338494,56650.0,2,4,412.0,1.0,1.0,32151,2.7,0.06,1030.0,58.338494,old
EniBrindisiCCGTPowerPlantItaly,EniBrindisiCCGTPowerPlantItaly,ITA,n739,40.6293,18.0031,Online,Gas,Unknown,1185.0,61.04394661,65175.0,2,4,474.0,1.0,1.0,32151,2.7,0.06,1185.0,61.04394661,old
EniRavennaCCGTPowerPlantItaly,EniRavennaCCGTPowerPlantItaly,ITA,n690,44.4487,12.2382,Online,Gas,Unknown,780.0,54.65673589,42900.0,2,4,312.0,1.0,1.0,32151,2.7,0.06,780.0,54.65673589,old
EniMantovaCCGTPowerPlantItaly,EniMantovaCCGTPowerPlantItaly,ITA,n674,45.1492,10.835,Online,Gas,Unknown,780.0,55.956072999999996,42900.0,2,4,312.0,1.0,1.0,32151,2.7,0.06,780.0,55.956072999999996,old
A2AGissiCCGTPowerPlantItaly,A2AGissiCCGTPowerPlantItaly,ITA,n727,42.0695,14.5934,Online,Gas,Unknown,840.0,58.14995837,46200.0,2,4,336.0,1.0,1.0,32151,2.7,0.06,840.0,58.14995837,old
DelMincioCCGTPowerPlantItaly,DelMincioCCGTPowerPlantItaly,ITA,n659,45.3993,10.7142,Online,Gas,Unknown,380.0,58.31680361,20900.0,2,4,152.0,1.0,1.0,32151,2.7,0.06,380.0,58.31680361,old
TirrenoPowerNapoliLevanteCCGTPowerPlantItaly,TirrenoPowerNapoliLevanteCCGTPowerPlantItaly,ITA,n744,40.8339,14.3006,Online,Gas,Unknown,400.0,50.2562946,22000.0,2,4,160.0,1.0,1.0,32151,2.7,0.06,400.0,50.2562946,old
TirrenoPowerTorrevaldaligaSouthThermalPowerPlantItaly,TirrenoPowerTorrevaldaligaSouthThermalPowerPlantItaly,ITA,n728,42.1241,11.7624,Online,Gas,Unknown,1520.0,60.36814955,83600.0,2,4,608.0,1.0,1.0,32151,2.7,0.06,1520.0,60.36814955,old
ENELTorrevaldaligaNordThermalPowerPlantItaly,ENELTorrevaldaligaNordThermalPowerPlantItaly,ITA,n728,42.1269,11.7583,Online,Coal,Unknown,0.0,36.817306,128700.0,8,8,396.0,0.4,0.4,61301,2.1,0.12,1980.0,36.817306,old
ENELGenoaCoalPowerPlantItaly,ENELGenoaCoalPowerPlantItaly,ITA,n698,44.4028,8.9044,Online,Coal,Unknown,295.0,40.80059893,19175.0,8,8,59.0,0.4,0.4,61301,2.1,0.12,295.0,40.80059893,old
ENELLaSpezia(EugenioMontale)CCGTandThermalPowerPlantItaly,ENELLaSpezia(EugenioMontale)CCGTandThermalPowerPlantItaly,ITA,n705,44.1116,9.8743,Online,Gas,Unknown,1280.0,58.76172794,70400.0,2,4,512.0,1.0,1.0,32151,2.7,0.06,1280.0,58.76172794,old
ENELPietroVannucci(Bastardo)CoalPowerPlantItaly,ENELPietroVannucci(Bastardo)CoalPowerPlantItaly,ITA,n724,42.8971,12.5381,Online,Coal,Unknown,150.0,23.50849529,9750.0,8,8,30.0,0.4,0.4,61301,2.1,0.12,150.0,23.50849529,old
AsPontesCoalPowerPlantSpain,AsPontesCoalPowerPlantSpain,ESP,n27,43.4407,-7.8619,Online,Coal,Unknown,1400.0,22.28013671,91000.0,8,8,280.0,0.4,0.4,61301,2.1,0.12,1400.0,22.28013671,old
SanRoque1(GasNatural)CCGTPowerPlantSpain,SanRoque1(GasNatural)CCGTPowerPlantSpain,ESP,n215,36.1955,-5.4131,Online,Gas,Unknown,800.0,51.33026398,44000.0,2,4,320.0,1.0,1.0,32151,2.7,0.06,800.0,51.33026398,old
PuertodeBarcelonaCCGTPowerPlantSpain,PuertodeBarcelonaCCGTPowerPlantSpain,ESP,n111,41.3366,2.1594,Online,Gas,Unknown,850.0,60.79291286,46750.0,2,4,340.0,1.0,1.0,32151,2.7,0.06,850.0,60.79291286,old
E.ONTarragonaCCGTPowerPlantSpain,E.ONTarragonaCCGTPowerPlantSpain,ESP,n129,41.1081,1.1912,Online,Gas,Unknown,410.0,50.57401904,22550.0,2,4,164.0,1.0,1.0,32151,2.7,0.06,410.0,50.57401904,old
PlanaDelVentCCGTPowerPlantItaly,PlanaDelVentCCGTPowerPlantItaly,ESP,n137,40.9596,0.8692,Online,Gas,Unknown,800.0,60.80672469,44000.0,2,4,320.0,1.0,1.0,32151,2.7,0.06,800.0,60.80672469,old
TarragonaPowerCCGTPowerPlantSpain,TarragonaPowerCCGTPowerPlantSpain,ESP,n132,41.1096,1.1817,Online,Gas,Unknown,424.0,60.18485348,23320.0,2,4,169.6,1.0,1.0,32151,2.7,0.06,424.0,60.18485348,old
E.ONEscatronCCGTPowerPlantSpain,E.ONEscatronCCGTPowerPlantSpain,ESP,n128,41.2977,-0.3376,Online,Gas,Unknown,804.0,54.33777334,44220.0,2,4,321.6,1.0,1.0,32151,2.7,0.06,804.0,54.33777334,old
Amorebieta(Boroa)CCGTPowerPlantSpain,Amorebieta(Boroa)CCGTPowerPlantSpain,ESP,n48,43.234722,-2.749722,Online,Gas,Unknown,755.0,55.49578256,41525.0,2,4,302.0,1.0,1.0,32151,2.7,0.06,755.0,55.49578256,old
BahiadeBizkaia(BBE)CCGTPowerPlantSpain,BahiadeBizkaia(BBE)CCGTPowerPlantSpain,ESP,n45,43.3592,-3.093,Online,Gas,Unknown,800.0,59.32911342,44000.0,2,4,320.0,1.0,1.0,32151,2.7,0.06,800.0,59.32911342,old
Santurtzi(Santurce)CCGTPowerPlantSpain,Santurtzi(Santurce)CCGTPowerPlantSpain,ESP,n41,43.34,-3.0539400000000003,Online,Gas,Unknown,400.0,60.42711583,22000.0,2,4,160.0,1.0,1.0,32151,2.7,0.06,400.0,60.42711583,old
SantAdria(Besos)CCGTPowerPlantSpain,SantAdria(Besos)CCGTPowerPlantSpain,ESP,n111,41.4185,2.2286,Online,Gas,Unknown,800.0,55.56244765,44000.0,2,4,320.0,1.0,1.0,32151,2.7,0.06,800.0,55.56244765,old
ENELLaCasellaPowerPlantItaly,ENELLaCasellaPowerPlantItaly,ITA,n679,45.0904,9.4805,Online,Gas,Unknown,1504.0,54.65503101,82720.0,2,4,601.6,1.0,1.0,32151,2.7,0.06,1504.0,54.65503101,old
EscombrerasIberdrolaCCGTPowerPlantSpain,EscombrerasIberdrolaCCGTPowerPlantSpain,ESP,n201,37.5653,-0.9514,Online,Gas,Unknown,840.0,51.11747297,46200.0,2,4,336.0,1.0,1.0,32151,2.7,0.06,840.0,51.11747297,old
Cartagena(EscombrerasGN)CCGTPowerPlantSpain,Cartagena(EscombrerasGN)CCGTPowerPlantSpain,ESP,n197,37.5732,-0.9392,Online,Gas,Unknown,1200.0,54.85802565,66000.0,2,4,480.0,1.0,1.0,32151,2.7,0.06,1200.0,54.85802565,old
Cartegana(ElFangal)CCGTPowerPlantSpain,Cartegana(ElFangal)CCGTPowerPlantSpain,ESP,n201,37.5709,-0.9458,Online,Gas,Unknown,1200.0,60.32759603,66000.0,2,4,480.0,1.0,1.0,32151,2.7,0.06,1200.0,60.32759603,old
Castellon4CCGTPowerPlantSpain,Castellon4CCGTPowerPlantSpain,ESP,n150,39.95925,-0.00098,Online,Unknown,Unknown,854.0,135.19360319999998,55510.0,8,8,341.6,1.0,1.0,0,0.0,0.0,854.0,135.19360319999998,old
Castellon3CCGTPowerPlantSpain,Castellon3CCGTPowerPlantSpain,ESP,n150,39.9557,0.0017,Online,Gas,Unknown,795.0,61.04497272,43725.0,2,4,318.0,1.0,1.0,32151,2.7,0.06,795.0,61.04497272,old
PuertollanoIGCCPowerPlantSpain,PuertollanoIGCCPowerPlantSpain,ESP,n182,38.6478,-4.1214,Online,Coal,Unknown,335.0,42.23162863,21775.0,8,8,67.0,0.4,0.4,61301,2.1,0.12,335.0,42.23162863,old
PuertollanoCoalPowerPlantSpain,PuertollanoCoalPowerPlantSpain,ESP,n182,38.6478,-4.123,Online,Coal,Unknown,221.0,38.78903141,14365.0,8,8,44.2,0.4,0.4,61301,2.1,0.12,221.0,38.78903141,old
Aceca4FenosaCCGTPowerPlantSpain,Aceca4FenosaCCGTPowerPlantSpain,ESP,n156,39.9427,-3.8548,Online,Gas,Unknown,400.0,58.56226742,22000.0,2,4,160.0,1.0,1.0,32151,2.7,0.06,400.0,58.56226742,old
Aceca3IberdrolaCCGTPowerPlantSpain,Aceca3IberdrolaCCGTPowerPlantSpain,ESP,n156,39.9442,-3.8558,Online,Gas,Unknown,400.0,51.07508463,22000.0,2,4,160.0,1.0,1.0,32151,2.7,0.06,400.0,51.07508463,old
AcecaThermalPowerPlantSpain,AcecaThermalPowerPlantSpain,ESP,n156,39.941,-3.8569,Online,Oil,Unknown,629.0,128.8613203,34595.0,2,4,251.6,1.0,1.0,32151,2.7,0.06,629.0,128.8613203,old
Malaga(Campanillas)CCGTPowerPlantSpain,Malaga(Campanillas)CCGTPowerPlantSpain,ESP,n210,36.7495,-4.5631,Online,Gas,Unknown,400.0,60.68763955,22000.0,2,4,160.0,1.0,1.0,32151,2.7,0.06,400.0,60.68763955,old
ArcosdelaFronteraCCGTPowerPlantSpain,ArcosdelaFronteraCCGTPowerPlantSpain,ESP,n212,36.6721,-5.8164,Online,Gas,Unknown,1600.0,56.95305737,88000.0,2,4,640.0,1.0,1.0,32151,2.7,0.06,1600.0,56.95305737,old
CampodeGibraltarCCGTPowerPlantSpain,CampodeGibraltarCCGTPowerPlantSpain,ESP,n215,36.1834,-5.3933,Online,Gas,Unknown,800.0,53.07716146,44000.0,2,4,320.0,1.0,1.0,32151,2.7,0.06,800.0,53.07716146,old
CristobalColonCCGTPowerPlantSpain,CristobalColonCCGTPowerPlantSpain,ESP,n202,37.2156,-6.943,Online,Gas,Unknown,400.0,59.55386466,22000.0,2,4,160.0,1.0,1.0,32151,2.7,0.06,400.0,59.55386466,old
BahiadeAlgecirasCCGTPowerPlantSpain,BahiadeAlgecirasCCGTPowerPlantSpain,ESP,n215,36.1829,-5.3905,Online,Gas,Unknown,800.0,57.69908964,44000.0,2,4,320.0,1.0,1.0,32151,2.7,0.06,800.0,57.69908964,old
PalosdelaFronteraCCGTPowerPlantSpain,PalosdelaFronteraCCGTPowerPlantSpain,ESP,n202,37.1843,-6.8857,Online,Gas,Unknown,1200.0,54.04558635,66000.0,2,4,480.0,1.0,1.0,32151,2.7,0.06,1200.0,54.04558635,old
Castejon2IberdrolaCCGTPowerPlantSpain,Castejon2IberdrolaCCGTPowerPlantSpain,ESP,n94,42.1718,-1.6773,Online,Gas,Unknown,400.0,53.54090325,22000.0,2,4,160.0,1.0,1.0,32151,2.7,0.06,400.0,53.54090325,old
ArrubalCCGTPowerPlantSpain,ArrubalCCGTPowerPlantSpain,ESP,n89,42.4194,-2.2511,Online,Gas,Unknown,800.0,57.904989,44000.0,2,4,320.0,1.0,1.0,32151,2.7,0.06,800.0,57.904989,old
CastelnouCCGTPowerPlantSpain,CastelnouCCGTPowerPlantSpain,ESP,n128,41.2167,-0.2928,Online,Gas,Unknown,760.0,50.26730993,41800.0,2,4,304.0,1.0,1.0,32151,2.7,0.06,760.0,50.26730993,old
PuentesCCGTPowerPlantSpain,PuentesCCGTPowerPlantSpain,ESP,n27,43.4451,-7.8621,Online,Gas,Unknown,850.0,57.46284049,46750.0,2,4,340.0,1.0,1.0,32151,2.7,0.06,850.0,57.46284049,old
CasTresorerCCGTPowerPlantSpain,CasTresorerCCGTPowerPlantSpain,ESP,n126,39.5672,2.6895,Online,Gas,Unknown,460.0,57.83513653,25300.0,2,4,184.0,1.0,1.0,32151,2.7,0.06,460.0,57.83513653,old
SonReusCCGTPowerPlantSpain,SonReusCCGTPowerPlantSpain,ESP,n126,39.6484,2.6811,Online,Gas,Unknown,601.5,56.71283193,33082.5,2,4,240.6,1.0,1.0,32151,2.7,0.06,601.5,56.71283193,old
Besos5CCGTPowerPlantSpain,Besos5CCGTPowerPlantSpain,ESP,n111,41.419579999999996,2.2294,Online,Gas,Unknown,859.0,54.77558845,47245.0,2,4,343.6,1.0,1.0,32151,2.7,0.06,859.0,54.77558845,old
EscatronPeakerCCGTPowerPlantSpain,EscatronPeakerCCGTPowerPlantSpain,ESP,n128,41.28055,-0.21778000000000008,Online,Gas,Unknown,285.0,52.35358866,15675.0,2,4,114.0,1.0,1.0,32151,2.7,0.06,285.0,52.35358866,old
TeruelAndorraCoalPowerPlantSpain,TeruelAndorraCoalPowerPlantSpain,ESP,n136,40.9972,-0.3806,Online,Coal,Unknown,1050.0,21.69232003,68250.0,8,8,210.0,0.4,0.4,61301,2.1,0.12,1050.0,21.69232003,old
LitoraldeAlmeira(Carboneras)CoalPowerPlantSpain,LitoraldeAlmeira(Carboneras)CoalPowerPlantSpain,ESP,n207,36.9783,-1.9054,Online,Coal,Unknown,1158.0,39.38104970000001,75270.0,8,8,231.6,0.4,0.4,61301,2.1,0.12,1158.0,39.38104970000001,old
JoseMariadeOriol(Alcantara)HydroelectricPowerPlantSpain,JoseMariadeOriol(Alcantara)HydroelectricPowerPlantSpain,ESP,n163,39.73,-6.88472,Online,Hydro,Unknown,957.0,5.763338578,4115.1,0,0,95.7,1.0,1.0,14520,5.8,0.16,957.0,5.763338578,old
AldeadavilaHydroelectricPowerPlantSpain,AldeadavilaHydroelectricPowerPlantSpain,ESP,n133,41.21167,-6.6855600000000015,Online,Hydro,Unknown,1230.0,5.885222958,5289.0,0,0,123.0,1.0,1.0,14520,5.8,0.16,1230.0,5.885222958,old
Almendra(Villarino)HydroelectricPowerPlantSpain,Almendra(Villarino)HydroelectricPowerPlantSpain,ESP,n127,41.27016,-6.3208,Online,Hydro,Unknown,842.0,6.235249495,3620.6,0,0,84.2,1.0,1.0,14520,5.8,0.16,842.0,6.235249495,old
TalarnHydroelectricPowerPlantSpain,TalarnHydroelectricPowerPlantSpain,ESP,n83,42.17969,0.91314,Online,Hydro,Unknown,300.0,6.036333735,1290.0,0,0,30.0,1.0,1.0,14520,5.8,0.16,300.0,6.036333735,old
MeiramaCoalPowerPlantSpain,MeiramaCoalPowerPlantSpain,ESP,n29,43.1685,-8.4111,Online,Coal,Unknown,563.0,35.38298418,36595.0,8,8,112.6,0.4,0.4,61301,2.1,0.12,563.0,35.38298418,old
NarceaCoalPowerPlantSpain,NarceaCoalPowerPlantSpain,ESP,n47,43.2924,-6.3937,Online,Coal,Unknown,595.0,37.16756428,38675.0,8,8,119.0,0.4,0.4,61301,2.1,0.12,595.0,37.16756428,old
LadaCoalPowerPlantSpain,LadaCoalPowerPlantSpain,ESP,n51,43.3081,-5.7,Online,Coal,Unknown,513.0,40.84382879,33345.0,8,8,102.6,0.4,0.4,61301,2.1,0.12,513.0,40.84382879,old
Cercs(Serchs)CoalPowerPlantSpain,Cercs(Serchs)CoalPowerPlantSpain,ESP,n96,42.1741,1.8577,Online,Coal,Unknown,162.0,21.47092726,10530.0,8,8,32.4,0.4,0.4,61301,2.1,0.12,162.0,21.47092726,old
PuenteNuevo3CoalPowerPlantSpain,PuenteNuevo3CoalPowerPlantSpain,ESP,n191,38.1108,-4.9354,Online,Coal,Unknown,324.0,36.85220609,21060.0,8,8,64.8,0.4,0.4,61301,2.1,0.12,324.0,36.85220609,old
LaRoblaCoalPowerPlantSpain,LaRoblaCoalPowerPlantSpain,ESP,n73,42.7924,-5.6339999999999995,Online,Coal,Unknown,655.0,35.34002344,42575.0,8,8,131.0,0.4,0.4,61301,2.1,0.12,655.0,35.34002344,old
