fromNode,toNode,X,Y,limit,length
n929,n927,0.03824,26.15062762,10000,27.57091266
n920,n915,0.00531,188.3239171,10000,20.94704955
n921,n942,0.01917,52.1648409,10000,84.79183282
n921,n916,0.02415,41.40786749,10000,82.22174434
n921,n918,0.01257,79.55449483,10000,49.86899279
n922,n911,0.0216,46.2962963,10000,75.43986176
n922,n925,0.01026,97.46588694,10000,40.56770411
n923,n1054,0.05651,17.69598301,1316,107.0299879
n923,n907,0.01575,63.49206349,10000,70.84549723
n924,n910,0.03585,27.89400279,10000,56.44129236
n924,n925,0.010472689,95.48645954,10000,20.51280704
n925,n919,0.00442,226.2443439,10000,21.15225386
n925,n926,0.02192,45.62043796,10000,29.27853077
n926,n919,0.0475,21.05263158,10000,31.15518481
n927,n914,0.01147,87.18395815,10000,49.62048096
n927,n992,0.01111,90.0090009,1150,28.0384484
n927,n913,0.05996,16.67778519,10000,81.61709583
n927,n947,0.01103,90.66183137,10000,77.44145426
n832,n830,0.00648154,154.2843332,10000,24.15507392
n832,n867,0.08045,12.4300808,10000,112.6365701
n832,n840,0.02133,46.88232536,10000,32.80529749
n833,n845,0.0428,23.36448598,10000,45.8463019
n833,n838,0.01998,50.05005005,10000,22.15713987
n833,n839,0.01836,54.46623094,10000,27.32451651
n831,n841,0.01087,91.99632015,10000,44.84170235
n836,n842,0.01552,64.43298969,10000,20.80906498
n837,n852,0.01112,89.92805755,10000,45.68173745
n834,n618,0.01326,75.4147813,1300,22.26658851
n834,n862,0.00759,131.7523057,10000,57.68857692
n835,n844,0.00463,215.9827214,10000,21.04337863
n838,n845,0.00409,244.4987775,10000,25.17675511
n838,n848,0.01745,57.30659026,10000,30.19397597
n3,n5,0.08701,11.49293185,10000,57.40007675
n3,n4,0.05409,18.48770568,10000,31.61826566
n784,n788,0.0047,212.7659574,10000,19.94678075
n784,n781,0.00837,119.474313,10000,34.78458422
n785,n783,0.02043,48.94762604,10000,18.1239525
n786,n780,0.03211,31.14294612,10000,50.49918252
n786,n1101,0.01447,69.10850035,500,16.19534784
n787,n779,0.01274,78.49293564,10000,53.65793788
n780,n770,0.0606,16.50165017,10000,87.3759366
n781,n777,0.02484,40.25764895,10000,31.24135771
n781,n773,0.03268,30.5997552,10000,59.48080633
n781,n783,0.01884,53.07855626,10000,26.44647079
n781,n779,0.01219,82.03445447,10000,49.17273826
n781,n778,0.02963,33.74957813,10000,37.84525988
n782,n776,0.01264,79.11392405,10000,53.47770353
n60,n88,0.08339,11.99184555,10000,62.19913279
n60,n45,0.07579,13.19435282,10000,54.25512525
n61,n80,0.06031,16.58099818,10000,44.46571082
n61,n63,0.12575,7.952286282,10000,82.66887707
n61,n29,0.11974,8.351428094,10000,86.06712079
n61,n79,0.06433,15.54484688,10000,50.15275005
n62,n67,0.02955,33.84094755,10000,20.71365469
n63,n76,0.02757,36.27130939,10000,37.00150207
n63,n47,0.05378,18.59427296,10000,43.10335381
n63,n73,0.0435,22.98850575,10000,80.50687819
n63,n69,0.00605,165.2892562,10000,24.49748071
n63,n80,0.02861,34.9528137,10000,57.69774436
n64,n38,0.10463,9.557488292,10000,73.71033303
n64,n49,0.04336,23.06273063,10000,81.97539852
n64,n45,0.01624,61.57635468,10000,47.25740409
n64,n70,0.0479,20.87682672,10000,87.35916399
n64,n67,0.03905,25.60819462,10000,23.44605962
n65,n77,0.05136,19.47040498,10000,29.55402045
n65,n82,0.04502,22.21235007,10000,28.58215802
n65,n49,0.055421906,18.04340684,10000,71.17875828
n66,n86,0.01924,51.97505198,10000,37.19325867
n67,n88,0.11507,8.690362388,10000,80.32138648
n67,n85,0.07118,14.04889014,10000,49.2739104
n68,n69,0.04837,20.67397147,10000,30.12712742
n69,n27,0.0358,27.93296089,10000,151.2907163
n69,n73,0.0397,25.18891688,10000,57.66727037
n1371,n1354,0.26901,3.717333928,10000,62.01178517
n1370,n1353,0.00727,137.5515818,10000,30.15215067
n405,n401,0.0515,19.41747573,10000,34.11122426
n1038,n1037,0.014594691,68.51806652,10000,48.99476464
n404,n598,0.0112,89.28571429,320,57.13885218
n509,n503,0.03011,33.21155762,10000,20.1164853
n1032,n1034,0.02653,37.69317753,10000,77.33192177
n504,n517,0.0516,19.37984496,10000,39.5737992
n505,n506,0.03866,25.86652871,10000,21.60839118
n505,n486,0.02056,48.6381323,10000,88.23513148
n505,n501,0.05126,19.50838861,10000,30.29043521
n502,n494,0.04878,20.500205,10000,33.80061814
n502,n485,0.05802,17.23543606,10000,48.4000258
n502,n499,0.03541,28.24061,10000,24.29775094
n503,n472,0.15216,6.572029443,10000,120.9291038
n503,n476,0.11211,8.9198109,10000,98.25486789
n503,n490,0.032347417,30.91436985,10000,46.02321919
n500,n495,0.026977374,37.06810022,10000,41.71423453
n630,n633,0.05282,18.93222264,10000,38.0945073
n630,n635,0.05022,19.9123855,10000,39.66583091
n631,n640,0.04123,24.25418385,10000,56.65049455
n631,n632,0.05855,17.0794193,10000,32.13480455
n631,n660,0.07805,12.81229981,10000,119.1442946
n1210,n1205,0.03831,26.10284521,10000,77.12664312
n1210,n1214,0.05117,19.5427008,10000,100.0179704
n633,n638,0.01219,82.03445447,10000,21.29678865
n633,n636,0.0096,104.1666667,10000,20.44589817
n1216,n1217,0.0077,129.8701299,10000,25.3367916
n1216,n1070,0.03741,26.73082064,831,77.69429376
n1217,n1218,0.02071,48.28585225,10000,37.31174198
n1217,n1215,0.02053,48.70920604,10000,42.328749
n636,n652,0.05782,17.29505361,10000,121.1252096
n637,n649,0.04693,21.30833156,10000,42.47191908
n637,n587,0.00816,122.5490196,340,13.76404974
n638,n643,0.06354,15.73811772,10000,30.57201791
n638,n654,0.04704,21.2585034,10000,90.12210237
n639,n632,0.02579,38.77471888,10000,39.43461661
n639,n642,0.05571,17.95009873,10000,36.54581013
n639,n663,0.08353,11.97174668,10000,72.63815278
n639,n668,0.09711,10.29760066,10000,77.17562936
n1218,n1182,0.01269,78.80220646,1330,32.54156025
n465,n466,0.07039,14.20656343,10000,45.79472854
n1106,n1094,0.10878,9.192866336,10000,93.70477087
n1106,n1105,0.02087,47.91566842,10000,26.46015591
n1106,n1103,0.03358,29.77963073,10000,28.49753597
n1106,n1117,0.02773,36.06202669,10000,41.48327408
n1106,n1101,0.08541,11.70823089,10000,185.8907144
n1107,n1096,0.03604,27.74694784,10000,83.38481155
n1107,n1093,0.12257,8.158603247,10000,104.3789181
n1107,n1100,0.05739,17.42463844,10000,55.00231955
n1107,n1109,0.02707,36.94126339,10000,32.0391081
n1104,n1101,0.09454,10.57753332,10000,72.05905785
n1457,n1417,0.03523,28.38489923,10000,23.49003254
n1450,n1436,0.11529,8.673779166,10000,54.91969415
n1450,n1472,0.00805,124.2236025,10000,12.19260058
n1450,n1435,0.13771,7.261636773,10000,100.339205
n1450,n1448,0.17293,5.782686636,10000,52.22592336
n1103,n1102,0.13755,7.270083606,10000,94.16876836
n1101,n1097,0.05921,16.88903901,10000,51.9607103
n1101,n1083,0.06036,16.56726309,10000,155.4630563
n1101,n1092,0.06958,14.37194596,10000,61.6088995
n1458,n1455,0.10568,9.462528388,10000,118.946797
n1458,n1459,0.09607,10.40907671,10000,87.16355796
n1459,n1460,0.15372,6.505334374,10000,67.81916849
n1108,n1118,0.04722,21.17746717,10000,38.74693448
n1109,n1115,0.08352,11.97318008,10000,46.65348266
n216,n215,0.01487,67.24949563,10000,27.81698488
n216,n1251,1.00E-05,100000,10000,43.76853851
n217,n218,0.01792,55.80357143,5000,28.537061
n214,n215,0.10238,9.767532721,5000,68.55331949
n215,n212,0.05251,19.04399162,5000,74.23150599
n215,n213,0.11106,9.004141905,5000,55.10875411
n213,n210,0.06172,16.2022035,5000,29.45294377
n218,n219,0.01746,57.27376861,5000,28.76971654
n219,n1250,0.05001,19.9960008,5000,25.62819927
n4,n8,0.051364267,19.4687874,2740,68.35739317
n919,n915,0.0075,133.3333333,2740,22.99739765
n918,n917,0.00437,228.8329519,2740,17.47930668
n915,n905,0.00955,104.7120419,2740,49.71108398
n914,n903,0.01032,96.89922481,2740,48.81955372
n917,n909,0.00524,190.8396947,2740,26.92584533
n916,n906,0.01509,66.26905235,2740,59.14089637
n911,n908,0.00757,132.1003963,2740,36.11489982
n911,n904,0.03882,25.75991757,2740,56.73974178
n911,n912,0.02623,38.12428517,2740,23.31115622
n910,n898,0.03292,30.37667072,2740,52.46126374
n458,n449,0.00409,244.4987775,2740,27.18293024
n458,n451,0.06558,15.24855139,2740,37.01995944
n458,n453,0.03646,27.42731761,2740,19.02826421
n458,n477,0.09873,10.12863365,2740,79.88198832
n458,n474,0.00593703,168.4343798,2740,58.98081642
n458,n464,0.06636,15.06931887,2740,84.23666079
n458,n490,0.03919,25.51671345,2740,158.6843154
n847,n850,0.01361,73.47538575,2740,48.10828004
n846,n852,0.00935,106.9518717,2740,36.08772325
n845,n851,0.028,35.71428571,2740,35.13388844
n845,n855,0.03447,29.01073397,2740,43.59785983
n845,n840,0.01766,56.62514156,2740,22.47222499
n844,n850,0.00745,134.2281879,2740,27.78298086
n844,n849,0.021,47.61904762,2740,72.78323087
n843,n855,0.03684,27.14440825,2740,31.19261411
n843,n858,0.0069,144.9275362,2740,45.37031244
n842,n863,0.02604,38.40245776,2740,40.84654008
n841,n857,0.00993,100.7049345,2740,42.19556702
n849,n861,0.01715,58.3090379,2740,27.44645058
n849,n859,0.02018,49.55401388,2740,74.54581555
n849,n880,0.01507,66.35700066,2740,66.95541644
n848,n874,0.00965,103.626943,2740,48.18260763
n663,n674,0.04365,22.90950745,2740,36.734164
n663,n650,0.04391,22.77385561,2740,36.86552779
n662,n648,0.04304,23.23420074,2740,58.8695956
n662,n666,0.0174,57.47126437,2740,23.53194793
n1039,n768,0.04386,22.7998176,300,41.23447062
n1039,n1034,0.04885,20.47082907,2740,129.0744503
n1039,n773,0.02023,49.43153732,1660,84.11568405
n1039,n1037,0.0255,39.21568627,2740,71.50156888
n753,n751,0.08494,11.77301625,2740,70.69201562
n753,n754,0.01018,98.23182711,2740,58.36861941
n752,n750,0.03714,26.92514809,2740,80.24405507
n752,n754,0.05419,18.45358922,2740,122.4443874
n751,n749,0.09637,10.37667324,2740,74.7564132
n750,n748,0.03996,25.02502503,2740,81.52622681
n757,n762,0.0256,39.0625,2740,39.30822237
n757,n758,0.03864,25.87991718,2740,49.44626773
n757,n756,0.018,55.55555556,2740,24.58316596
n756,n758,0.02677,37.35524841,2740,37.2187979
n755,n760,0.02826,35.38570418,2740,63.07192103
n755,n761,0.04656,21.47766323,2740,69.8410406
n755,n758,0.11201,8.927774306,2740,148.6592274
n755,n754,0.04041,24.74634991,2740,91.11078858
n507,n488,0.06272,15.94387755,2740,51.54124462
n1025,n1021,0.04621,21.64033759,2740,63.20745119
n1025,n1027,0.08239,12.13739532,2740,106.55409
n1025,n634,0.11983,8.345155637,530,75.28344958
n1027,n1029,0.01817,55.03577325,2740,20.62739929
n1026,n1029,0.0215,46.51162791,2740,24.03200892
n1026,n1022,0.0199,50.25125628,2740,20.7140319
n1020,n564,0.00327,305.8103976,1000,11.41656998
n1020,n1023,0.00508,196.8503937,2740,22.21287212
n1023,n988,0.007722189,129.4969544,2740,57.96464366
n1023,n1028,0.03475,28.77697842,2630,28.79661301
n1036,n1033,0.0136,73.52941176,2630,37.54414077
n1036,n1037,0.01671,59.84440455,2630,44.34868688
n1034,n1035,0.01871,53.44735436,2630,33.39814725
n501,n496,0.03648,27.4122807,2630,25.84078364
n605,n604,0.01044,95.78544061,2630,19.17130027
n605,n606,0.01228,81.43322476,2630,19.13381959
n604,n992,0.01041,96.06147935,900,36.10969041
n607,n1509,1.00E-05,100000,2630,26.32337977
n607,n609,0.04229,23.64625207,2630,26.98549616
n601,n590,0.0283,35.33568905,2630,39.71691387
n601,n598,0.005688723,175.7863801,2630,20.91590345
n601,n658,0.03946,25.3421186,390,43.78358016
n601,n603,0.01311,76.27765065,320,25.20801278
n601,n596,0.02437,41.03405827,2630,33.76892239
n600,n593,0.02127,47.01457452,2630,30.3537721
n600,n595,0.0241,41.49377593,2630,34.9701748
n602,n589,0.02303,43.42162397,2630,47.2029992
n1205,n1200,0.04322,23.13743637,2630,65.3598813
n1207,n1203,0.07565,13.21877065,2630,32.51027353
n1206,n1051,0.0982,10.18329939,269,61.05343354
n1206,n1209,0.08657,11.55134573,2630,42.62907192
n609,n612,0.01393,71.78750897,2630,23.20662382
n609,n610,0.0244,40.98360656,2630,35.32254858
n1200,n1244,1.00E-05,100000,1000,24.91446363
n1203,n1211,0.03937,25.4000508,2630,57.04632117
n1203,n1209,0.0792,12.62626263,2630,54.76425309
n1203,n1201,0.00404,247.5247525,2630,15.45681007
n1203,n1202,0.0094,106.3829787,2630,30.82477792
n634,n641,0.03916,25.53626149,2630,27.02592727
n634,n644,0.05668,17.64290755,2630,43.32730723
n634,n653,0.0778,12.85347044,2630,68.51747658
n635,n646,0.04304,23.23420074,2630,28.65722788
n1215,n1209,0.0868,11.52073733,2630,68.97897998
n1215,n1208,0.012,83.33333333,2630,47.5998282
n1215,n1070,0.05944,16.82368775,1386,90.96444657
n1111,n1110,0.05026,19.896538,2630,25.62329433
n1111,n1112,0.04869,20.53809817,2630,22.97723814
n1110,n1113,0.04152,24.08477842,2630,28.16873312
n1110,n1102,0.04204,23.78686965,2630,55.70198528
n1113,n1112,0.03558,28.10567735,2630,24.95834066
n1112,n1119,0.05768,17.3370319,2630,41.85932042
n5,n7,0.03086,32.404407,2630,40.53541397
n1442,n1491,0.006405,156.128025,2630,23.96829223
n1442,n1434,0.03151,31.73595684,2630,68.83531661
n1442,n1440,0.01697,58.92751915,2630,41.19708429
n464,n476,0.05147,19.42879347,2630,48.58203582
n464,n456,0.04107,24.348673,2630,23.87709437
n1118,n1115,0.07378,13.55380862,2630,39.6502118
n467,n478,0.04352,22.97794118,2630,35.75139768
n467,n461,0.03029,33.0141961,2630,25.35895813
n1449,n1448,0.05765,17.34605377,2630,35.73661191
n1448,n1412,0.17934,5.576000892,2630,75.66393865
n466,n459,0.04844,20.64409579,2630,34.30055739
n466,n450,0.0546,18.31501832,2630,45.2700213
n466,n445,0.02843,35.17411185,2630,68.36773204
n466,n472,0.06368,15.70351759,2630,47.50227494
n466,n471,0.02813,35.54923569,2630,24.55980727
n466,n479,0.05905,16.93480102,2630,50.17159813
n1357,n1350,0.00961,104.0582726,2630,16.67254012
n460,n442,0.04998,20.0080032,2630,46.28560132
n1355,n1354,0.02181,45.85052728,2630,36.12374647
n489,n483,0.06131,16.31055293,2630,39.99850639
n489,n488,0.11453,8.731336768,2630,75.8329823
n488,n472,0.0983,10.17293998,2630,79.9974108
n488,n479,0.07318,13.66493577,2630,50.30229297
n488,n492,0.08441,11.84693757,2630,55.90427461
n487,n498,0.03089,32.37293623,2630,28.1955474
n487,n482,0.02975,33.61344538,2630,20.97528997
n487,n480,0.06132,16.30789302,2630,37.94016518
n486,n470,0.01489,67.15916723,2630,66.43535586
n486,n498,0.02718,36.79175865,2630,104.9001754
n486,n494,0.00684,146.1988304,2630,26.21314873
n486,n478,0.006325909,158.0800439,2630,40.16042239
n486,n483,0.02979,33.56831151,2630,40.48328327
n486,n496,0.0232,43.10344828,2630,34.00090056
n485,n478,0.06449,15.50628004,2630,46.20139091
n1354,n1353,0.0303,33.00330033,2630,48.05678377
n1354,n1356,0.0509,19.64636542,2630,56.18381319
n1354,n1366,0.008005,124.9219238,2630,9.769320326
n1354,n1364,0.07366,13.57588922,2630,39.90877176
n1354,n1365,0.06725,14.86988848,2630,40.42061152
n483,n478,0.07784,12.84686536,2630,50.38520629
n482,n481,0.02845,35.14938489,2630,9.828730544
n482,n493,0.0557,17.95332136,2630,37.49848306
n481,n469,0.05317,18.80759827,2630,45.72440778
n480,n469,0.06319,15.82528881,2630,38.00899433
n199,n195,0.20385,4.905567819,2630,101.9609543
n199,n188,0.0398,25.12562814,2630,88.72130869
n198,n197,0.02869,34.8553503,2630,17.43711054
n195,n191,0.03323,30.0932892,2630,40.63229304
n194,n193,0.02788,35.86800574,2630,18.86664826
n194,n184,0.08127,12.30466347,2630,63.4102399
n197,n189,0.09314,10.73652566,2630,62.45697426
n191,n187,0.02009,49.77600796,2630,23.48282275
n191,n193,0.02691,37.16090673,2630,28.21860951
n190,n24,0.08605,11.62115049,1280,138.9427816
n190,n188,0.0175,57.14285714,2630,28.31288151
n192,n185,0.01462,68.3994528,2630,61.06657076
n1454,n1455,0.06725,14.86988848,2630,55.87115069
n1454,n1413,0.04804,20.81598668,2630,28.76198449
n1455,n1456,0.02562,39.03200625,2630,17.79452151
n1455,n1417,0.06085,16.43385374,2630,41.61023153
n1274,n1275,0.01794,55.74136009,2630,142.8123476
n1456,n1417,0.07365,13.57773252,2630,51.43518663
n1105,n1102,0.1369,7.304601899,2630,84.59818541
n1102,n1095,0.18826,5.311802826,2630,128.1704392
n1102,n1099,0.19951,5.012280086,2630,133.6592257
n1102,n1089,0.04296,23.27746741,2630,76.33585919
n1451,n1473,0.00483,207.0393375,2630,22.75911298
n1451,n1452,0.02882,34.6981263,2630,23.15105511
n1452,n1453,0.03523,28.38489923,2630,26.81588978
n1453,n1413,0.00961,104.0582726,2630,16.27127822
n902,n896,0.01091,91.65902841,2630,41.47452479
n903,n899,0.00698,143.2664756,2630,18.60411823
n903,n895,0.00614,162.8664495,1580,19.53069292
n903,n904,0.00844,118.4834123,2630,31.27815697
n900,n898,0.02045,48.8997555,2630,23.94902716
n901,n896,0.0419,23.86634845,2630,55.83228139
n906,n891,0.007,142.8571429,2630,37.41490038
n907,n909,0.01069,93.5453695,2630,42.78993835
n904,n890,0.02421,41.30524577,2630,30.96029557
n904,n895,0.00334854,298.6376423,2630,33.50267338
n904,n898,0.013839189,72.2585685,2630,67.31926659
n904,n908,0.00438,228.3105023,2630,20.62489876
n905,n898,0.0155,64.51612903,2630,58.15693307
n905,n886,0.00852,117.370892,2630,54.83576351
n905,n897,0.00546,183.1501832,2630,23.73777812
n909,n896,0.01223,81.76614881,2630,54.31427034
n854,n881,0.06515,15.34919417,2630,87.52591507
n854,n852,0.04422,22.61420172,2630,57.67403287
n855,n858,0.00935,106.9518717,2630,17.34114489
n855,n871,0.0118,84.74576271,2630,43.6868036
n855,n853,0.01787,55.95970901,2630,22.24055034
n856,n870,0.01592,62.81407035,2630,22.39804588
n850,n865,0.00912,109.6491228,2630,29.54507642
n852,n881,0.03238,30.88326127,2630,55.3882706
n852,n866,0.02899,34.49465333,2630,42.94183092
n858,n883,0.01297,77.10100231,2630,61.61003297
n858,n864,0.03216,31.09452736,2630,41.88033934
n858,n868,0.00325,307.6923077,2630,18.2592051
n859,n881,0.01501,66.62225183,2630,54.49906377
n6,n20,0.041653547,24.00755958,2630,212.1880908
n6,n7,0.011492825,87.0108075,2630,42.78227426
n740,n744,0.02048,48.828125,2630,43.9703927
n740,n735,0.01808,55.30973451,2630,36.3163325
n740,n737,0.04467,22.38638908,2630,82.59853113
n740,n736,0.01418,70.52186178,2630,31.58814327
n741,n743,0.03005,33.27787022,2630,187.6733391
n741,n744,0.01919,52.11047421,2630,34.88288972
n741,n745,0.02326,42.99226139,2630,46.30597031
n741,n731,0.08075,12.38390093,2630,61.35286629
n741,n736,0.06548,15.27183873,2630,44.58965408
n741,n738,0.01939,51.57297576,2630,44.39279402
n742,n739,0.02416,41.39072848,2630,50.62844395
n742,n743,0.02426,41.22011542,2630,50.38600781
n742,n746,0.09048,11.05216622,2630,68.77331387
n742,n747,0.04802,20.82465639,2630,104.5774586
n743,n739,0.04971,20.11667673,2630,98.09833451
n743,n748,0.03845,26.00780234,2630,91.26294719
n745,n748,0.05537,18.06032147,2630,109.1632931
n745,n749,0.18101,5.524556654,2630,118.3289407
n746,n749,0.08165,12.24739743,2630,61.28226526
n747,n739,0.03248,30.78817734,2630,83.1790422
n747,n1514,1.00E-05,100000,2630,35.6458841
n1050,n1054,0.004252478,235.1569999,2630,24.60143251
n1051,n1061,0.04905,20.38735984,2630,55.78561763
n1051,n1169,0.05462,18.30831197,1212,70.68810711
n1052,n1043,0.04302,23.24500232,2630,82.48677753
n1052,n1042,0.01894,52.79831045,2630,36.57099804
n1052,n1049,0.05626,17.77461785,2630,100.3691218
n1052,n1061,0.04179,23.92916966,2630,74.66412204
n1053,n1061,0.04062,24.61841457,2630,71.09451496
n1053,n1201,0.02625,38.0952381,1386,47.58317411
n1053,n1046,0.00494,202.4291498,2630,20.01878923
n1053,n1045,0.04391,22.77385561,2630,77.18524258
n1054,n1068,0.03273,30.55300947,2630,77.96010537
n1054,n880,0.01672,59.80861244,2630,74.41759887
n1054,n1047,0.03717,26.90341673,2600,24.41177593
n1054,n1059,0.03132,31.9284802,2600,36.420559
n1054,n1048,0.020248501,49.38637092,2600,44.34234858
n1054,n1064,0.02359,42.39084358,2600,57.84284676
n1054,n1062,0.10639,9.399379641,2600,198.1038188
n1054,n1060,0.03418,29.25687537,2600,70.19193554
n1055,n1070,0.19464,5.137690095,2600,130.4854776
n1055,n1056,0.09266,10.79214332,2600,58.06817604
n1056,n1040,0.07776,12.8600823,2600,63.09143436
n1056,n1057,0.04011,24.93143854,2600,27.05960706
n1056,n1058,0.02761,36.21876132,2600,35.69252333
n1056,n1049,0.01786,55.99104143,2600,36.24834188
n1056,n1048,0.031929223,31.31927108,2600,75.43436955
n1056,n1067,0.11426,8.751969193,2600,81.93234865
n1058,n1060,0.00484,206.6115702,2600,19.07514269
n1058,n1072,0.01979,50.530571,2600,86.56746279
n1059,n1068,0.05323,18.78639865,2600,73.88245417
n1278,n1279,0.00509,196.4636542,2600,37.64766947
n1279,n1305,0.00107,934.5794393,2600,20.77937867
n1279,n1308,0.03864,25.87991718,2600,99.89630457
n1279,n1303,0.00268,373.1343284,2600,21.02319841
n618,n615,0.01205,82.98755187,2600,40.80295987
n619,n617,0.00663,150.8295626,2600,22.09053914
n619,n614,0.01342,74.51564829,2600,56.53342337
n612,n616,0.03887,25.72678158,2600,54.78646631
n613,n610,0.01628,61.42506143,2600,24.80380697
n613,n614,0.02115,47.28132388,2600,35.51486044
n611,n615,0.01774,56.36978579,2600,70.56060336
n616,n614,0.0222,45.04504505,2600,20.79932855
n614,n615,0.00797,125.4705144,2600,37.05340519
n1472,n1436,0.08967,11.15200178,2600,47.7080104
n1473,n1435,0.01281,78.06401249,2600,14.57351482
n1473,n1474,0.01281,78.06401249,2600,14.44685971
n1470,n1471,0.01922,52.02913632,2600,9.559376857
n1470,n1469,0.03202,31.23048095,2600,27.42036771
n1470,n1433,0.05124,19.51600312,2600,29.81043164
n1476,n1478,0.04163,24.0211386,2600,35.80844957
n1476,n1477,0.03843,26.0213375,2600,27.94288653
n1476,n1435,0.07366,13.57588922,2600,58.33317081
n1474,n1435,0.01281,78.06401249,2600,19.61347933
n1474,n1475,0.03523,28.38489923,2600,31.34932841
n1479,n1434,0.06405,15.6128025,2600,26.43275868
n1304,n1305,0.00751,133.1557923,2600,30.4945921
n1304,n1306,0.00966,103.5196687,2600,64.24392973
n1304,n1302,0.0102,98.03921569,2600,35.94987601
n1305,n1307,0.03113,32.12335368,2600,87.8194288
n1305,n1309,0.01932,51.75983437,2600,105.9069126
n1306,n1309,0.01395,71.68458781,2600,68.52393227
n1307,n1348,0.05444,18.36884644,276,32.04840439
n1307,n1308,0.00268,373.1343284,2600,22.43729066
n1300,n1335,0.01121,89.20606601,2600,22.36832431
n1300,n1290,0.18895,5.292405398,2600,216.0773325
n1300,n1299,0.00303,330.0330033,2600,40.6372498
n1300,n1427,0.05045,19.82160555,1135,207.0080433
n1300,n1336,0.03843,26.0213375,2600,106.3071668
n1301,n1302,0.00698,143.2664756,2600,30.53002461
n1302,n1303,0.01127,88.73114463,2600,44.52564401
n1308,n1309,0.00268,373.1343284,2600,17.45899175
n498,n521,0.06927,14.43626389,2600,57.90149743
n499,n497,0.09266,10.79214332,2600,61.80671177
n495,n39,0.08118,12.318305,1270,118.1681198
n495,n474,0.014839165,67.38923852,2600,75.7471641
n497,n491,0.1127,8.873114463,2600,71.59947317
n490,n484,0.03986,25.08780733,2600,28.47286363
n491,n715,0.06363,15.7158573,390,36.83095617
n491,n517,0.02394,41.7710944,2600,100.2175438
n24,n23,0.024368496,41.0365903,2600,67.43484328
n25,n27,0.009923859,100.7672489,2600,44.61203262
n26,n31,0.04173,23.96357537,2600,27.35648127
n26,n28,0.01544,64.76683938,2600,19.33642237
n27,n29,0.02338,42.77159966,2600,50.02123789
n20,n21,0.011429418,87.49352114,2600,54.56525212
n20,n22,0.1024,9.765625,2600,84.38375944
n20,n23,0.0365,27.39726027,2600,93.76802763
n21,n22,0.04487,22.28660575,2600,31.52164384
n21,n23,0.02735,36.5630713,2600,46.92757318
n28,n31,0.03084,32.42542153,2600,26.19516863
n29,n46,0.05976,16.73360107,2600,44.99969
n29,n36,0.09907,10.09387302,2600,81.29032096
n29,n40,0.05288,18.9107413,2600,42.41153017
n29,n34,0.05167,19.35359009,2600,36.65411155
n29,n79,0.12431,8.044405116,2600,102.7217341
n7,n8,0.025536215,39.16007121,2600,62.65456592
n591,n587,0.00988,101.2145749,2600,25.12576782
n591,n593,0.02016,49.6031746,2600,27.19167369
n591,n578,0.01926,51.92107996,2600,46.11011461
n591,n595,0.03274,30.54367746,2600,22.46598985
n590,n575,0.03078,32.48862898,2600,57.18787172
n1085,n1096,0.07051,14.18238548,2600,59.80661354
n1085,n1075,0.1106,9.04159132,2600,107.6176275
n1085,n1080,0.15778,6.337938902,2600,113.5959671
n1084,n1087,0.03468,28.83506344,2600,30.59983873
n1084,n1089,0.0977,10.23541453,2600,77.53859145
n1084,n1078,0.04216,23.71916509,2600,116.3805929
n1084,n1088,0.04558,21.93944713,2600,91.6006441
n1083,n1076,0.04852,20.61005771,2600,110.9005455
n1083,n1082,0.11688,8.55578371,2600,78.42401015
n1082,n1094,0.10432,9.585889571,2600,95.31078108
n1082,n1079,0.16453,6.077918921,2600,120.9720438
n977,n993,0.03698,27.04164413,762,49.34102172
n977,n970,0.00599,166.9449082,2600,30.75858731
n976,n965,0.01139,87.79631255,2600,47.32928807
n976,n988,0.01547,64.64124111,2600,68.48833818
n976,n974,0.00994,100.6036217,2600,43.27721283
n976,n973,0.07995,12.50781739,2600,54.01302535
n976,n985,0.00897,111.4827202,2600,57.1255533
n976,n967,0.00804,124.3781095,2600,33.95926371
n975,n984,0.0257,38.91050584,2600,46.63421819
n975,n963,0.023,43.47826087,2600,37.21938761
n974,n959,0.01569,63.73486297,2600,62.14400189
n973,n968,0.00496,201.6129032,2600,13.00003528
n973,n961,0.00684,146.1988304,2600,34.3629542
n973,n985,0.0166,60.24096386,2600,69.95622446
n972,n969,0.005,200,2600,17.90042489
n971,n959,0.01091,91.65902841,2600,42.54893464
n971,n978,0.01279,78.18608288,2600,33.54003124
n970,n961,0.01071,93.37068161,2600,46.92148687
n970,n969,0.01122,89.12655971,2600,42.37874525
n1080,n1077,0.00268,373.1343284,2600,36.55108187
n979,n969,0.01142,87.56567426,2600,42.84960211
n978,n980,0.00685,145.9854015,1580,23.2670885
n182,n181,0.03099,32.2684737,2600,16.95336182
n183,n189,0.0198,50.50505051,2600,31.33678133
n183,n186,0.0151,66.22516556,2600,21.27854407
n180,n185,0.01563,63.97952655,2600,57.43390759
n181,n184,0.02944,33.9673913,2600,38.18871976
n187,n184,0.02453,40.76640848,2600,30.15485946
n869,n877,0.00315,317.4603175,2600,22.36579729
n869,n867,0.0049,204.0816327,2600,25.81241398
n868,n875,0.00611,163.6661211,2600,32.23928145
n860,n867,0.01983,50.42864347,2600,22.21119735
n863,n873,0.01724,58.00464037,2600,25.53356466
n862,n872,0.00334,299.4011976,2600,22.54227591
n862,n871,0.00332,301.2048193,2600,17.803611
